Agency (Dept or Stat Body),Agency address,Contract description/ name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,28/05/2021,14378,Core Electronics Pty Ltd,"Unit 18, 132 Garden Grove Parade,  Adamstown, Nsw, 2289",No,No ,N/A,,,,,,,353223,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Specialised Security Services Consulting,28/05/2021,95040,Division 5 Pty Ltd,"Po Box 527,  Cannon Hill, Qld, 4170",No,No ,N/A,,,,,,,353227,General Goods and Iervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Executive Search Retainer,28/05/2021,18260,Insight Management Consultants P/L,"Level 7, 230 Collins Street, Melbourne, Vic 3000",No,No ,N/A,,,,,,,1906044,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Salesforce 2021-2022 Subscription,28/05/2021,209114,Salesforce,"Tower 3 Darling Park, Lvl 12, 201 Sussex Street Sydney, Nsw, 2000",No,No ,N/A,,,,,,,353226,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,29/05/2021,33981,Mccullough Robertson Lawyers,"Po Box 1855, Brisbane, Qld 4001",No,No ,N/A,,,,,,,1903782,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Chiller House 6 Upgrade,31/05/2021,344458,A.G. Coombs (Qld) Pty. Ltd.,"Level 1 North Hq, 540 Wickham Street Fortitude Valley, Qld, 4006",Yes,No ,N/A,,,,,,,353321,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Electrical Test & Tag,31/05/2021,18810,Elite Test & Tag Brisbane South,"188 Sterculia Avenue, Holland Park West, Qld 4121",No,No ,N/A,,,,,,,1907079,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Microscope ,31/05/2021,28014,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No ,N/A,,,,,,,353309,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Surveying Services ,31/05/2021,253275,Rider Levett Bucknall Qld Pty Ltd,"Gpo Box 1383,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,353325,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Redevelopment Project,31/05/2021,97680,The Trustee For O'Connor-Kitson Family T,"105 Murton Ave,  Holland Park, Qld, 4121",No,No ,N/A,,,,,,,353307,General Goods and Pervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biological Materials,1/06/2021,15168,Bio Scientific Pty Ltd,"Po Box 78,  Gymea, Nsw, 2227",No,No ,N/A,,,,,,,353367,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Support Plan,1/06/2021,37373,Cubewise Australia Pty Ltd,"Level 11, 99 Mount St,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,353361,General Goods and Iervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission  ,1/06/2021,12300,Kom Consultants,"25 Redmond Dr, Unit 4Hamilton, On L8W 3K7",No,No ,N/A,,,,,,,1907315,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Peb Legal Advice,1/06/2021,16500,Norton Rose Fulbright Australia,"Level 21, 111 Eagle Street,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,353362,General Goods and Lervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pwc Fbt Secondment,1/06/2021,31900,Pricewaterhousecoopers,"Gpo Box 150,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,353363,General Goods and Fervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Quantity Surveying Brief ,1/06/2021,53708,Turner & Townsend Pty Ltd,"Level 13, 140 Creek St,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,353355,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",May Head Hours,2/06/2021,34320,Chimera Project,"44 Mirbelia Street, Everton Hills, Qld 4053",No,No ,N/A,,,,,,,1907900,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qas Batch 2021-2022 Subscription,2/06/2021,10679,Experian Australia T/A Qas Pty Ltd,"L6 549 St Kilda Road,  Melbourne, Vic, 3004",No,No ,N/A,,,,,,,353388,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,2/06/2021,106173,Insight Enterprises Australia Pty Ltd,"Locked Bag 3333,  Brookevale, Nsw, 2100",No,No ,N/A,,,,,,,353403,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Injury Management System - Lic,2/06/2021,30800,Solv Solutions Pty Ltd,"Level 1/776 Canning Hwy, Applecross, Wa 6153",No,No ,N/A,,,,,,,1903674,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Creating The Digital Athlete,2/06/2021,13558,Stefano Pizzolato,"5/77 Harp Road, Kew East, Vic 3102",No,No ,N/A,,,,,,,1903756,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,2/06/2021,34895,Stephen Jennings & Associates Pty Ltd,"Po Box 380,  Kurrajong, Nsw, 2758",No,No ,N/A,,,,,,,353436,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Technical Annexe Architect ,2/06/2021,430320,Wilson Architects,"564 Boundary Street,  Spring Hill, Qld, 4000",No,No ,N/A,,,,,,,353423,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Preparation Of Vaccine Products For Phase 1 Clinical Trial By Auspep P/L #Service,3/06/2021,21406,Auspep Clinical Pedtides Pty Ltd,"Po Box 566,  Tullamarine, Vic, 3043",No,No ,N/A,,,,,,,353461,General Goods and Pervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,3/06/2021,10756,Edaphic Scientific Pty Ltd,"Po Box 1843,  Port Macquarie, Nsw, 2444",No,No ,N/A,,,,,,,353445,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising,3/06/2021,14894678,Essencemediacom Australia Pty Limited (previously known as Ikon Communications / Mediacom/AKQA Media),"North Sydney, Nsw",Yes,No ,Open,General Goods & Services Contract,,"50% - Solution fit, quality, and value for money, 40% - Capacity and capability to manage Griffith University’s requirements, 10% - Value add benefits / outcomes including Environmental / Social / Local Suppliers / Indigenous (First Peoples) / Work Integrated Learning for GU students",Provision of Media Planning Agency Services,As per the contract conditions - forecast completion March 2024,Per contract management plan,4667,,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Individual Study Guides (Digital Print),3/06/2021,21360,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,  Nerang, Qld, 4211",No,No ,N/A,,,,,,,353473,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,3/06/2021,89037,Hewlett-Packard Australia Pty Ltd,"P O Box 221,  Blackburn, Vic, 3130",No,No ,N/A,,,,,,,353466,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Oua Csp4 2020 Commission,3/06/2021,1363095,Open Universities Australia,"Level 1/473 Bourke St, Melbourne, Vic 3000",,No ,Limited Offer,,,,,,,1906903,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Quantstudio 2021 Annual Service,3/06/2021,14282,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No ,N/A,,,,,,,353474,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Acs Membership ,4/06/2021,11237,Australian Computer Society Inc.,"Po Box Q534, Queen Victoria Building Sydney, Nsw, 1230",No,No ,N/A,,,,,,,353493,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",April Head Hours,4/06/2021,25832,Chimera Project,"44 Mirbelia Street, Everton Hills, Qld 4053",No,No ,N/A,,,,,,,1907895,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Ways Of Working Management Tool,4/06/2021,42900,Elabor8 Pty Ltd,"Level 8 455 Bourke Street,  Melbourne, Vic, 3000",No,No ,N/A,,,,,,,353523,General Goods and Iervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Rehamove2 With Sciencemode2,4/06/2021,16393,Hasomed Gmbh,"Paul-Ecke-Strasse 1, Magdeburg Saxony-Anhalt, , 39114",No,No ,N/A,,,,,,,353492,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qses Enquiry And Management,4/06/2021,54202,Qs Enrolment Solutions (Australia) Pty L,"Level 3, 595 Collins Street, Melbourne, Vic 3000",No,No ,N/A,,,,,,,1909281,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Accreditation Assessment Fees,4/06/2021,15800,Rehabilitation Counselling Association,"Po Box 4303, Gumdale, Qld 4154",No,No ,N/A,,,,,,,1904436,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Av Equipment,7/06/2021,56818,Allied Technologies Australia Pty Ltd,"Po Box 3178,  Newstead, Qld, 4006",No,No ,N/A,,,,,,,353541,General Goods and Aervices,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qudit Membership 2021,7/06/2021,44915,Qudit,"Prentice Building, University Of Queenslandst Lucia, Qld 4072",No,No ,N/A,,,,,,,1907939,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2021 Membership (1Jul21 To 30Jun22),7/06/2021,12196,Research Australia,"384 Victoria Street,  Darlinghurst, Nsw, 2010",No,No ,N/A,,,,,,,353577,General Goods and Services,,,,
