Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Staggered Pedestrian Crossings,9/12/2019,51710,A1 Building & Property Solutions Pty Ltd,"3 D'aguilar Road, The Gap, QLD  4061",No,No,,,,,,,,333840,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,9/12/2019,606228,Adobe Systems Software Ireland Ltd,"4-6 Riverwalk, Dublin  D24DCW0  Ireland",Yes,No,,,,,,,,C01473,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",L00 Survey to locate the hydrant boosters,9/12/2019,12634,Bennett & Bennett Consulting Surveyors,"Po Box 5021, Gold Coast Mail Centre, QLD  9726",No,No,,,,,,,,333873,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",UiPath RPA Software Support Solution,9/12/2019,11000,Blackbook Professional Services,"146 Bloomfield Street, Cleveland, QLD  4163",No,No,,,,,,,,333857,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N34 Building Contractor Services,9/12/2019,107117,Blackwood Projects Pty Ltd,"PO Box 2105, Salisbury East, QLD  4107",No,No,,,,,,,,333787,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Maintenance Nitrogen Generator,9/12/2019,13200,Compressor & Airtool Repair Pty Ltd,"PO Box 157, Archenfield, QLD  4108",No,No,,,,,,,,333750,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Staff Recruitment ,9/12/2019,23166,Optimum Recruitment Group (Qld) Pty Ltd,"Level 17, 40 Creek Street, Brisbane, QLD  4000",No,No,,,,,,,,1828741,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/12/2019,25025,Suicide Risk Assessment Australia,"PO Box 178, Engadine, NSW  2233",No,No,,,,,,,,333869,General Goods and Services,GU4600,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,10/12/2019,18700,BDO (Qld) Pty Ltd,"Level 10, 12 Creek Street, Brisbane, QLD  4000",No,No,,,,,,,,1828850,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",L04 Addressable analogue devices,10/12/2019,18238,Dylmount Pty Ltd,"PO Box 57, Albion, QLD  4010",No,No,,,,,,,,333918,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",L04 UQ Health fitout,10/12/2019,19096,Dylmount Pty Ltd,"PO Box 57, Albion, QLD  4010",No,No,,,,,,,,333968,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,10/12/2019,14812,EDU Danmark ApS,"Nikolaj Plads 26, 2nd floor, Copenhagen  DK1067  Denmark",No,No,,,,,,,,1829027,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Staff Recruitment,10/12/2019,27830,Optimum Recruitment Group (Qld) Pty Ltd,"40 Creek Street, Brisbane, QLD  4000",No,No,,,,,,,,1828932,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,10/12/2019,192920,Shimadzu Scientific Inst. (Oceania)P/L,"10-16 South Street, Rydalmere, NSW  2116",No,No,,,,,,,,333911,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Support and Installation of Two way radios,10/12/2019,15679,TR Pty Ltd,"PO Box 1185, Blackburn North, VIC  3130",No,No,,,,,,,,333924,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",APAIE/NAFSA/EAIE Participation,11/12/2019,33330,AUIDF,"PO Box 7170, Redhead, NSW  2290",No,No,,,,,,,,1821606,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",ANZCC 2018 Conference,11/12/2019,15394,Australia New Zealand Control Conference,"Dept of Electrical Engineering, University of WA, 35 Stirling Hwy, Crawley, WA  6009",No,No,,,,,,,,1826036,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",ANZCC 2017 Conference,11/12/2019,26515,Australia New Zealand Control Conference,"Dept of Electrical Engineering, University of WA, 35 Stirling Hwy, Crawley, WA  6009",No,No,,,,,,,,1826037,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Venue and Event Hire,11/12/2019,16500,Brisbane Powerhouse Pty Ltd,"119 Lamington Street, New Farm, QLD  4005",No,No,,,,,,,,333984,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N53 & N54 Furniture,11/12/2019,79635,Incorporate Space,"PO Box 864, Sunnybank, QLD  4109",No,No,,,,,,,,334002,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",S02 AV Equipment,11/12/2019,11991,ProAV Solutions Queensland,"PO Box 2722, Toowong, QLD  4066",No,No,,,,,,,,333987,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,13/12/2019,37709,Net Read Pty Ltd,"PO Box 1221, Indooroopilly, QLD  4068",No,No,,,,,,,,1821741,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,15/12/2019,27500,Council of Aust. University Librarians,"PO Box 8169, Australian National University, Canberra, ACT  0200",No,No,,,,,,,,1824416,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",100% of Program Fee for 2019 L,15/12/2019,16137,Full Potential Labs Pty Ltd,"Level 4, 17-19 Bridge Street, Sydney, NSW  2000",No,No,,,,,,,,1825773,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Study Tour - Han University Fe,15/12/2019,28657,Hogeschool van Arnhem en Nijmegen,"PO Box 5375, 6802 EJ  Arnhem  Netherlands",No,No,,,,,,,,1829332,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Synthesis and characterization,16/12/2019,15400,Applied Analytical Laboratories Pty Ltd,"Shop 6, 11 Logandowns Drive, Meadowbrook, QLD  4131",No,No,,,,,,,,1827748,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising Campaign,16/12/2019,27836,Publicis Australia Pty Ltd,"Level 2, 164 Grey Street, South Brisbane, QLD 4101",No,No,,,,,,,,1825326,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,18/12/2019,21274,Serotonin Creative,"22 Petrie Terrace, Brisbane, QLD  4000",No,No,,,,,,,,1830050,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,19/12/2019,26730,ADZ Impact Promotional Products Pty Ltd,"31 Royal Parade, Ashgrove, QLD  4060",No,No,,,,,,,,1824414,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Licence Fees,19/12/2019,127249,Atmire Nv,Belgium,Yes,No,,,,,,,,C00731,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,19/12/2019,33852,Edward Elgar Publishing LTD,"15 Lansdown Road, Cheltenham  GL50 2JA  Great Britain",No,No,,,,,,,,1823263,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,20/12/2019,33940,EBSCO International Inc,"Level 8, 132 Arthur Street, North Sydney, NSW  2060",No,No,,,,,,,,1825200,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Joint Operating Costs,20/12/2019,49487,Sunshine Coast Health Institute,"PO Box 5155, Sunshine Coast MC, QLD  4560",No,No,,,,,,,,1823868,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software subscription,22/12/2019,90134,Clarivate Analytics (UK) Limited,"Friars House, 160 Blackfriars Road, London  SE1 8EZ  Great Britain",No,No,,,,,,,,1826872,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,22/12/2019,254547,RMIT Training Pty Ltd,"PO Box 12058  A'Beckett Street, Melbourne, VIC  8006",No,No,,,,,,,,1825187,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,25/12/2019,29172,Cengage Learning Australia Pty Ltd,"Level 7, 80 Dorcas Street, South Melbourne, VIC  3205",No,No,,,,,,,,1825196,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Electrical Equipment Test and tag,25/12/2019,11952,Elite Test & Tag Brisbane South,"188 Sterculia Avenue, Holland Park West, QLD  4121",No,No,,,,,,,,1824915,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,25/12/2019,33990,Therapeutic Guidelines Ltd,"473 Victoria Street, West Melbourne, VIC  3003",No,No,,,,,,,,1825203,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,25/12/2019,150250,Thomson Legal & Regulatory Limited,"GPO Box 2706, Sydney, NSW  2001",No,No,,,,,,,,1826552,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,25/12/2019,146781,Thomson Legal & Regulatory Limited,"GPO Box 2706, Sydney, NSW  2001",No,No,,,,,,,,1826610,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",CS Top Talent Velocity Project 50%,26/12/2019,14850,ELABOR8 Pty Ltd,"Level 8 455 Bourke Street, Melbourne, VIC  3000",No,No,,,,,,,,1826747,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,26/12/2019,15400,HWL Ebsworth Lawyers,"GPO Box 2033, Brisbane, QLD  4001",No,No,,,,,,,,1825960,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,26/12/2019,470601,JStor,"2 Rector Street, 18th Floor, New York, NY  10006  USA",No,No,,,,,,,,1825892,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,27/12/2019,2119664,Cengage Learning Australia Pty Ltd,"Level 7, 80 Dorcas Street, South Melbourne, VIC  3205",No,No,Limited,,,,,,,1825889,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,27/12/2019,34998,eduKUDU ltd,"Hove Business Centre, Fonthill Road  BN3 6HA  Great Britain",No,No,,,,,,,,1825789,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/12/2019,36850,In Vitro Technologies Pty Ltd,"7-9 Summit Road, Noble Park, VIC  3174",No,No,,,,,,,,1826544,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Artworks,27/12/2019,29700,Josh Milani Gallery Pty Ltd,"1/270 Montague Road, West End, QLD  4101",No,No,,,,,,,,1827634,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Artworks,27/12/2019,24200,Josh Milani Gallery Pty Ltd,"1/270 Montague Road, West End, QLD  4101",No,No,,,,,,,,1827635,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",AMSI Membership 2020,27/12/2019,16500,University of Melbourne,"Raymond Priestley Bldg, Gratton Street, Melbourne, VIC  3010",No,No,,,,,,,,1826270,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",AMSI Membership 2021,27/12/2019,16500,University of Melbourne,"Raymond Priestley Bldg, Gratton Street, Melbourne, VIC  3010",No,No,,,,,,,,1826438,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",LANTITE fees November,29/12/2019,42384,ACER - Aust Council for Edu Research Ltd,"Private Bag 55, Camberwell, VIC  3124",No,No,,,,,,,,1828456,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IELTS tests,30/12/2019,85267,IELTS Australia Pty Ltd,"GPO Box 2006, Canberra, ACT  2601",No,No,,,,,,,,1828182,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,1/01/2020,42655,Clarivate Analytics (UK) Limited,"Friars House, 160 Blackfriars Road, London  SE1 8EZ  Great Britain",No,No,,,,,,,,1827853,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software and Licenses subscription,1/01/2020,183989,"Xinspire, Llc",USA,Yes,No,,,,,,,,C01412,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",G10 Graham Jones Centre Roof repairs,2/01/2020,10626,Descab Pty Ltd t/a Qld Multi Trades,"34 Hindes Street, Lota, QLD  4178",No,No,,,,,,,,334164,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Temi telepresence robots,2/01/2020,27560,Exaptec Pty Ltd,"5A Hartnett Close, Mulgrave, VIC  3170",No,No,,,,,,,,1830399,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software and Licenses,2/01/2020,61523,Integral Technology Solutions,"Level 3, 201 Leichardt Street, Spring Hill, QLD  4000",No,No,,,,,,,,334152,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Robot Kits,2/01/2020,13880,JRC,"Cheonkyecheon-ro 159, Ga-dong Na 428 ho, Jongno-gu, Seoul  03194  Korea",No,No,,,,,,,,1828618,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Artworks,2/01/2020,12500,The Commercial Gallery Pty Ltd,"Unit 5, 4 Jabez Street, Marrickville, NSW  2204",No,No,,,,,,,,1830375,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",MSA-050 Micro System Analyzer,2/01/2020,253911,Warsash Scientific Pty Ltd,"PO Box 1685, Strawberry Hills, NSW  2012",No,No,,,,,,,,334146,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,3/01/2020,21725,Chimera Project,"44 Mirbelia Street, Everton Hills, QLD  4053",No,No,,,,,,,,1827715,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Comprehensive Service Agreement,4/01/2020,36300,Bio-Strategy Pty Limited,"PO Box 14, Campbellfield, VIC  3061",No,No,,,,,,,,1828617,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,4/01/2020,11550,In Queensland Media Pty Ltd,"Level 15, 111 Eagle Street, Brisbane, QLD  4000",No,No,,,,,,,,1830422,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy ,4/01/2020,27500,Nous Group Pty Ltd,"PO Box 13069, Melbourne Law Courts, VIC  8010",No,No,,,,,,,,1829009,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Licence Fees,6/01/2020,265967,Integrated Research Systems Pty Ltd,"110 Drummond Street, CARLTON, VIC  3053",Yes,No,,,,,,,,C00493,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Student Experience Advertising and Promotions,6/01/2020,28395,The Social Research Centre Pty Ltd,"Level 1, 262 Victoria Street, North Melbourne, VIC  3051",No,No,,,,,,,,334293,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 Debt Collection,7/01/2020,44000,Commercial Credit Services Pty Ltd,"PO Box 453, Blacktown, NSW  2148",No,No,,,,,,,,334330,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Lead Facilitator Managing at Griffith Program 2020,7/01/2020,16390,Foresight Improvement Through People P/L,"24 Carrock Court, Mt Coolum, QLD  4573",No,No,,,,,,,,334324,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",N22 trial air conditioning unit,7/01/2020,63327,Johnson Controls Australia Pty Ltd,"4/121 Newmarket Road, Windsor, QLD  4030",No,No,,,,,,,,334313,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 CLF Waste Removal,8/01/2020,123938,Ace Waste Pty Ltd,"PO Box 400, Acacia Ridge, QLD  4110",No,No,,,,,,,,334390,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 Donor Cremations,8/01/2020,16500,Allambe Memorial Park T/a Invocare Austr,"Nerang-Broadbeach Road, Nerang, QLD  4211",No,No,,,,,,,,334401,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 Fire Protection Systems and Equipment Services,8/01/2020,1394622,Dylmount Pty Ltd,"PO Box 57, Albion, QLD  4010",No,No,Open,,,,,,,334387,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,8/01/2020,109039,Incorporate Space,"PO Box 864, Sunnybank, QLD  4109",No,No,,,,,,,,334441,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 CLF- Provision of water treatment services,8/01/2020,154054,IWTS Group Pty Ltd,"7/39-45 Secam Street, Mansfield, QLD  4122",No,No,,,,,,,,334389,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,8/01/2020,17172,Kilroy International A/S,"Nytorv 5, Copenhagen K  1450  Denmark",No,No,,,,,,,,1831202,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertsing and Promotions,8/01/2020,13998,Nature Pty Ltd,"139 Dover Street, Cremorne, VIC  3121",No,No,,,,,,,,1829028,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,8/01/2020,19663,Nature Pty Ltd,"139 Dover Street, Cremorne, VIC  3121",No,No,,,,,,,,1829029,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 CLF-Lift Maintenance,8/01/2020,437107,Otis Elevator Co Pty Ltd,"PO Box 1036, Brisbane, QLD  4001",No,No,,,,,,,,334388,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License and Support,8/01/2020,25795,"PaperCept, Inc","10344 Virginia Lee Drive, Centerviille, OH  45458  USA",No,No,,,,,,,,1831189,Information and Communication Technology,,,,
