Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/05/2022,22930,Mctaggart Plumbing Pty Ltd,"Po Box 173,  Petrie, Qld, 4502",No,No,,,,,,,,,365291,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/05/2022,147688,Mode Design Corp Pty Ltd,"Po Box 348,  Fortitude Valley, Qld, 4006",No,No,,,,,,,,,365276,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,4/05/2022,11210,Qiagen Pty Ltd,"Po Box 169,  Chadstone, Vic, 3148",No,No,,,,,,,,,365278,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/05/2022,364078,Waters Australia Pty Limited,"Po Box 1069,  Dundas, Nsw, 2117",No,No,,,,,,,,,365273,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,5/05/2022,34560,Ausplay Playscapes,"34 Kurzok Place,  Richlands, Qld, 4077",No,No,,,,,,,,,365354,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,5/05/2022,19260,Bio Scientific Pty Ltd,"Po Box 78,  Gymea, Nsw, 2227",No,No,,,,,,,,,365362,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,5/05/2022,10505,Controlstore Pty Ltd,"Unit 2, 39 King Road Hornsby, Nsw, 2077",No,No,,,,,,,,,365348,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,5/05/2022,33000,General Sir John Monash Foundation,"Level 1, Bennelong House, 9 Queen Street Melbourne, Vic, 3000",No,No,,,,,,,,,365332,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,5/05/2022,53574,Nanjing University Of Chinese Medicine,"No.138 Xianlin Avenue, Qixia District Nanjing, 32, 210023",No,No,,,,,,,,,1956627,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,5/05/2022,27474,Roadtek,"Po Box 397,  Nerang, Qld, 4211",No,No,,,,,,,,,365326,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,5/05/2022,78650,Uxc Red Rock Consulting Pty Ltd,"Gpo Box 5238,  Sydney, Nsw, 2001",No,No,,,,,,,,,365357,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,5/05/2022,24681,Valiant Hire,"16/50 Parker Court,  Pinkenba, Qld, 4008",No,No,,,,,,,,,365331,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,6/05/2022,35200,Clayton Utz,"Level 28, Riparian Plaza, 71 Eagle Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,365387,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,6/05/2022,12906,Cpx Pty Ltd,"Po Box 3193,  Newmarket, Kelvin Grove Bc, Qld, 4059",No,No,,,,,,,,,365416,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,6/05/2022,12133,Elicityl,"746 Avenue Ambroise Croizat,  Crolles, , 38920",No,No,,,,,,,,,365391,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Staff Development,6/05/2022,18277,Interchange Consultancy Group,"Po Box 507,  Mudgeeraba, Qld, 4213",No,No,,,,,,,,,365396,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,6/05/2022,13557,Newspec Unit Trust,South Australia,No,No,,,,,,,,,365389,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/05/2022,60775,Pipefish Pty Ltd,Brisbane,No,No,,,,,,,,,365397,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/05/2022,27273,Research Foundation Of Cuny,"230 West 41St Street, 7Th Floor,  New York, Ny, 10036",No,No,,,,,,,,,365392,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,9/05/2022,69941,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,365437,,,,,,
 ,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/05/2022,13871,Dimity Adams Psychology Pty Ltd,Brisbane,No,No,,,,,,,,,365457,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,9/05/2022,27799,Edwards Vacuum Australia,"9/53-57 Link Dr,  Yatala, Qld, 4207",No,No,,,,,,,,,365431,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,9/05/2022,20570,Kenelec Scientific Pty Ltd,"23 Redland Drive,  Mitcham, Vic, 3132",No,No,,,,,,,,,365465,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,9/05/2022,14966,Mark De Bruyn,New South Wales,No,No,,,,,,,,,1957758,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,9/05/2022,25978,Otis Elevator Co Pty Ltd,"Po Box 1036,  Brisbane, Qld, 4001",No,No,,,,,,,,,365433,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,9/05/2022,20888,Riot Solutions Pty Ltd,"Po Box 10087 Adelaide Street,  Brisbane, , 4000",No,No,,,,,,,,,365430,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,9/05/2022,63866,Solv Solutions Pty Ltd,"Level 1/776 Canning Hwy,  Applecross, Wa, 6153",Yes,No,,,,,,,,,365436 378454,,C01045,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,9/05/2022,47446,Wp Engine Inc,"Po Box 734427,  Dallas, Tx, 75373",No,No,,,,,,,,,365435,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/05/2022,75240,Asg Group Limited,"Level 9, 167 St Georges Terrace Perth, Wa, 6000",No,No,,,,,,,,,365494,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,10/05/2022,13860,Cardinal Bio-Research Pty Ltd,"Po Box 1393,  New Farm, Qld, 4005",No,No,,,,,,,,,365538,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,10/05/2022,12000,"Footage Firm, Inc","1515 N Courthouse Rd, Suite 1000 Arlington, Va, 22201",No,No,,,,,,,,,365498,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/05/2022,85800,Hexaware Technologies Limited,"Level 3, 80 Mount Street,  North Sydney, Nsw, 2060",No,No,,,,,,,,,365492,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Copyright & Royalties,10/05/2022,76135,The Trustee For The John Family Trust,Brisbane,No,No,,,,,,,,,1957899 1975979,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,11/05/2022,12650,Archipelago,"Po Box 16063,  City East, Qld, 4002",No,No,,,,,,,,,365564,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,11/05/2022,11000,Esri Australia,"Po Box 15459,  Brisbane Albert Street, Qld, 4002",No,No,,,,,,,,,365568,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,11/05/2022,55000,Hotcourses Pty Ltd,"Studio 6, Level 1, 285A Crown Street Surry Hills, Nsw, 2010",No,No,,,,,,,,,365569,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,11/05/2022,25742,Intrado Australia Pty Ltd,"Level 6, 171 Clarence Street,  Sydney, Nsw, 2000",No,No,,,,,,,,,365583,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,11/05/2022,19677,Jeol (Australasia) Pty Ltd,"Suite 1,Level 2, 18 Aquatic Drive Frenchs Forest, Nsw, 2086",No,No,,,,,,,,,365574,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,11/05/2022,710672,Nano Vacuum Pty Ltd,"Unit 6, 5 Salisbury Road Castle Hill, Nsw, 2154",No,No,Selective,,,,,,,,365586,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/05/2022,110000,The Trustee For Success Through Focus,"Po Box 1093,  Caulfield North, Vic, 3161",No,No,,,,,,,,,365582,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/05/2022,16036,Workplace Options Management Consultatio,"Room 2205, Tower B, Baoland Plaza, No.588 Dalian Road Shanghai, 31, 200082",No,No,,,,,,,,,1958124,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,12/05/2022,14429,Beckman Coulter Australia P/L,"23-27 Chaplin Drive,  Lane Cove, Nsw, 2066",No,No,,,,,,,,,365612,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,12/05/2022,29866,Bruker Pty Ltd,"Po Box 202,  Alexandria, Nsw, 1435",No,No,,,,,,,,,365643,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire/Lease Fees,12/05/2022,14520,Co Spaces Pty Ltd,"16 Nexus Way,  Southport, Qld, 4215",No,No,,,,,,,,,1955300,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/05/2022,33379,Golitek Technology Trading Ltd Company,Vietnam,No,No,,,,,,,,,1958114,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,12/05/2022,330000,Learning Information Systems,"Level 11,  17 York St,  Sydney, Nsw, 2000",No,No,,,,,,,,,365638,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,12/05/2022,17105,Nano Vacuum Pty Ltd,"Unit 6, 5 Salisbury Road Castle Hill, Nsw, 2154",No,No,,,,,,,,,365668,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,12/05/2022,16072,National Library Of Australia,"Parkes Place,  Canberra, Act, 2600",No,No,,,,,,,,,1955307,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consumables,12/05/2022,51841,Sai Gon Hi-Tech And Technical Services J,Vietnam,No,No,,,,,,,,,1958113,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/05/2022,47146,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,365687,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,13/05/2022,34492,Intuit Technologies Pty Ltd,"39 Sandy Bay Road,  Battery Point, Tas, 7004",No,No,,,,,,,,,365678,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/05/2022,19200,Jcc Consultant,"Unit 37, 75 Welsby Street New Farm, Qld, 4005",No,No,,,,,,,,,365679,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,13/05/2022,17573,Link International Student Service,"Suite 1, Level 5, 231 George St,  Brisbane, Qld, 4000",No,No,,,,,,,,,1958650,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,13/05/2022,522254,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, Nsw, 2000",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,1958709,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,13/05/2022,23928,Shanghai Mikrouna Mech Tech Co Ltd,"No,366 Yangle Road, Shanyang Town, Jinshan District, Shanghai, 201508",No,No,,,,,,,,,365686,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/05/2022,11590,Technic Pty Ltd,"Gpo Box 879,  Hobart, Tas, 7001",No,No,,,,,,,,,365688,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,14/05/2022,13418,Seek Limited,"Gpo Box 2335,  Sydney, Nsw, 2001",No,No,,,,,,,,,1956998,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Furniture,16/05/2022,18150,Abp Allboards P/L,"Po Box 197,  Carole Park, Qld, 4300",No,No,,,,,,,,,365736,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/05/2022,55055,Bennett And Bennett Group,"Po Box 5021,  Gold Coast Mail Centre, Qld, 9726",No,No,,,,,,,,,365759,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,16/05/2022,18007,Dewpoint Air,"Po Box 3479,  Newmarket, Qld, 4051",No,No,,,,,,,,,365733,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,16/05/2022,877415,Idp Education Pty Ltd,"Level 8, 535 Bourke Street Melbourne, Vic, 3000",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,1958926,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,16/05/2022,220512,Marina Bay Sands Pte Ltd,"10 Bayfront Avenue, 018956",No,No,,,,,,,,,365730,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/05/2022,235620,Vested Family Trust,Brisbane,No,No,,,,,,,,,365758,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,17/05/2022,50213,Kom Consultants,"25 Redmond Dr, Unit 4 Hamilton, On, L8W 3K7",No,No,,,,,,,,,1959277,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,17/05/2022,46200,Robinson Fitzgerald Pty Ltd,"Suite 26, 138 Juliette Street,  Greenslopes, Qld, 4120",No,No,,,,,,,,,1958228 1967689 1972442,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,18/05/2022,13408,Act Logistics Pty Ltd,"17 Archimedes Place,  Murarrie, Qld, 4172",No,No,,,,,,,,,365860,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,18/05/2022,18652,Australian Genome Research Facility Ltd,"Level 5 Gehrmann Laboratories, Research Road St Lucia, Qld, 4072",No,No,,,,,,,,,365836,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,18/05/2022,44715,Bailey Hq Pty Ltd,"605 Toohey Road,  Salisbury, Qld, 4107",No,No,,,,,,,,,365843,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,18/05/2022,424215,Open Universities Australia,"Level 1/473 Bourke St,  Melbourne, Vic, 3000",No,No,,,,,,,,,1958925,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,18/05/2022,30435,Ping Identity Corporation,"1001 17Th Street, Suite 100,  Denver, Co, 80202",No,No,,,,,,,,,365831,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/05/2022,34542,Darren Christopher Lukas,Indonesia,No,No,,,,,,,,,365901,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/05/2022,30000,League Of Scholars Pty Ltd,New South Wales,No,No,,,,,,,,,365876,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,19/05/2022,16500,Odgers Berndtson,"Level 2, 2 Bulletin Place Sydney, Nsw, 2000",No,No,,,,,,,,,1955816,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,19/05/2022,27500,Office Of Industrial Relations,"Po Box 820,  Lutwyche, Qld, 4030",No,No,,,,,,,,,365875,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,19/05/2022,597713,Oztrekk Educational Services Ltd,"1 Sherbrooke Street East, Suite 301,  Perth, On, K7H 1A1",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,1959860,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,19/05/2022,10079,Sirva Relocation,"490 Freeman Road,  Richlands, Qld, 4077",No,No,,,,,,,,,365896,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/05/2022,63866,The Code Company Pty Ltd,"Po Box 1169,  Hervey Bay, Qld, 4655",No,No,,,,,,,,,365898,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,20/05/2022,11471,Marina Bay Sands Pte Ltd,"10 Bayfront Avenue, 018956",No,No,,,,,,,,,1959812,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,20/05/2022,21450,Roam Films,Gold Coast,No,No,,,,,,,,,365929,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,20/05/2022,17336,University Of Melbourne,"Raymond Priestley Bldg Melbourne, Vic, 3010",No,No,,,,,,,,,1960147,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Health & Safety Expenses,22/05/2022,19166,Elite Test & Tag Brisbane South,Brisbane,No,No,,,,,,,,,1958967,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/05/2022,129515,David Kramer,Brisbane,Yes,No,,,,,,,,,365973,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/05/2022,36443,Descab Pty Ltd T/A Qld Multi Trades,Brisbane,No,No,,,,,,,,,365964,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,24/05/2022,19668,Brisbane State High School,"Cnr Cordelia & Glenelg St,  South Brisbane, Qld, 4101",No,No,,,,,,,,,366062,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,24/05/2022,11053,Experian Australia T/A Qas Pty Ltd,"L6 549 St Kilda Road,  Melbourne, Vic, 3004",No,No,,,,,,,,,366027,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/05/2022,48074,Fb Rice Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,1961000,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,24/05/2022,14913,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,366064,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,24/05/2022,10405,Plumbrite Solutions Pty. Ltd.,"Po Box 227,  Cleveland, Qld, 4163",No,No,,,,,,,,,366024,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,24/05/2022,23660,Sirva Relocation,"490 Freeman Road,  Richlands, Qld, 4077",No,No,,,,,,,,,366068,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,24/05/2022,14840,Somerville House,"17 Graham Street,  South Brisbane, Qld, 4101",No,No,,,,,,,,,366063,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,24/05/2022,23485,Spotless Facility Services Pty Ltd,"549 Saint Kilda Road,  Melbourne, Vic, 3004",No,No,,,,,,,,,366026,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,25/05/2022,12248,Bentley Systems International Limited,"Charlemont Exchange, 5Th Floor, Charlemont Street Dublin 2, Dublin, D02Vn88",No,No,,,,,,,,,366086,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,25/05/2022,10432,Kron Technologies Inc.,"113-8337 Eastlake Drive,  Burnaby, Bc, V5A 4W2",No,No,,,,,,,,,366085,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,25/05/2022,12719,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",No,No,,,,,,,,,366087,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,25/05/2022,751409,Steadfast Projects Pty Ltd,Brisbane,Yes,No,Selective,,,,,,,,366106,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,26/05/2022,18717,Coherent Scientific Pty Ltd,"Unit 2, 32 West Thebarton Road,  Thebarton, Sa, 5031",No,No,,,,,,,,,366155,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/05/2022,68838,Foresight Improvement Through People P/L,Sunshine Coast,No,No,,,,,,,,,366170,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/05/2022,22410,Global Integrated Solutions Limited,"Auckland, New Zealand",No,No,,,,,,,,,368780,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/05/2022,132000,Mcgrathnicol Advisory Partnership,"7/175 Eagle Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,366139,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,26/05/2022,12181,Spruson & Ferguson Pty Limited,"Gpo Box 3898,  Sydney, Nsw, 2001",No,No,,,,,,,,,1958938,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,26/05/2022,25398,The School Locker,"103 Hyde Rd,  Yeronga, Qld, 4104",No,No,,,,,,,,,366190,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,26/05/2022,10503,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,366172,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,27/05/2022,23429,Crayon Australia Pty Ltd,"Suite 109, 44 Lakeview Dr Scoresby, Vic, 3179",No,No,,,,,,,,,366220,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/05/2022,52250,Edified Pty Ltd,Victoria,No,No,,,,,,,,,366228,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/05/2022,35948,Gateway Container Park Pty Ltd,"Po Box 7034,  Hemmant, Qld, 4174",No,No,,,,,,,,,366219,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/05/2022,31350,Kisimul Holdings Pty. Ltd.,"Level 2, 619 Pacific Highway St Leonards, Nsw, 2065",No,No,,,,,,,,,366201,,,,,,
